Rank,ReleaseDate,Name,Budget,Domestic,Worldwide,Year
1572,1996-07-19,Fled,30000000.0,17192205,19892205,1996
1573,2010-06-04,Splice,30000000.0,17010170,22461001,2010
1574,2008-04-18,88 Minutes,30000000.0,16930884,32955399,2008
1575,2004-04-09,The Whole Ten Yards,30000000.0,16323969,26323969,2004
1576,1986-08-01,Howard the Duck,30000000.0,16295774,16295774,1986
1577,2008-10-24,Pride and Glory,30000000.0,15740721,43440721,2008
1578,2005-08-26,The Cave,30000000.0,15007991,27147991,2005
1579,2004-04-30,Godsend,30000000.0,14334645,16910708,2004
1580,2003-06-20,Alex & Emma,30000000.0,14208384,15358583,2003
1581,2004-09-03,Wicker Park,30000000.0,13001257,21601257,2004
1582,2005-12-25,The New World,30000000.0,12712093,26184400,2005
1583,2013-01-18,The Last Stand,30000000.0,12050299,48050299,2013
1584,1999-01-15,In Dreams,30000000.0,12017369,12017369,1999
1585,1999-03-12,Wing Commander,30000000.0,11578022,11578022,1999
1586,2001-01-12,Antitrust,30000000.0,10965209,17865209,2001
1587,2013-03-08,Dead Man Down,30000000.0,10895295,18903193,2013
1588,2011-04-29,Hoodwinked Too: Hood vs. Evil,30000000.0,10143779,23353111,2011
1589,2009-04-08,Dragonball Evolution,30000000.0,9362785,58228460,2009
1590,2004-09-24,First Daughter,30000000.0,9055010,10419084,2004
1591,2005-09-09,An Unfinished Life,30000000.0,8535575,18535575,2005
1592,2009-12-25,The Imaginarium of Doctor Parnassus,30000000.0,7689607,64352607,2009
1593,2010-12-17,Barney's Version,30000000.0,7502560,8845575,2010
1594,2002-09-20,Trapped,30000000.0,6916869,6916869,2002
1595,1984-06-01,Once Upon a Time in America,30000000.0,5321508,5321508,1984
1596,1999-01-22,Gloria,30000000.0,4167493,4967493,1999
1597,2007-09-21,The Assassination of Jesse James by the Coward Robert Ford,30000000.0,3909149,15313631,2007
1598,2004-12-29,The Merchant of Venice,30000000.0,3765585,18765585,2004
1599,2003-04-02,The Good Thief,30000000.0,3517797,6460758,2003
1600,2005-08-17,Supercross,30000000.0,3102550,3252550,2005
1601,2006-12-29,Miss Potter,30000000.0,3005605,35891257,2006
1602,2006-05-05,Wu ji,30000000.0,669625,35869934,2006
1603,2011-09-23,Machine Gun Preacher,30000000.0,538690,538690,2011
1604,2007-06-15,DOA: Dead or Alive,30000000.0,480314,7756224,2007
1605,2010-02-19,Le Petit Nicolas,30000000.0,201857,52339566,2010
1606,2011-10-07,Xinhai geming,30000000.0,135739,8593154,2011
1607,2010-12-31,Konferenz der Tiere,30000000.0,0,53311125,2010
1608,2014-12-31,Grace of Monaco,30000000.0,0,6217665,2014
1609,2007-12-14,Goodbye Bafana,30000000.0,0,2717302,2007
1610,2003-12-31,Ripley's Game,30000000.0,0,0,2003
1611,2005-11-18,Walk the Line,29000000.0,119519402,187707495,2005
1612,1995-12-27,Twelve Monkeys,29000000.0,57141459,168841459,1995
1613,2003-09-12,Once Upon a Time in Mexico,29000000.0,56330657,97413527,2003
1614,2000-04-14,Keeping the Faith,29000000.0,37036404,45336404,2000
1615,1998-02-13,The Borrowers,29000000.0,22619589,54045832,1998
1616,2008-12-05,Frost/Nixon,29000000.0,18622031,28144586,2008
1617,2004-11-12,Seed of Chucky,29000000.0,17016190,24716190,2004
1618,2002-08-23,Serving Sara,29000000.0,16930185,20146150,2002
1619,2002-12-31,Confessions of a Dangerous Mind,29000000.0,16007718,33013805,2002
1620,2009-08-26,Taking Woodstock,29000000.0,7460204,10066366,2009
1621,1999-09-24,Mumford,28700000.0,4559569,4559569,1999
1622,2005-03-04,The Jacket,28500000.0,6301131,15452978,2005
1623,1992-11-11,Aladdin,28000000.0,217350219,504050219,1992
1624,1984-05-23,Indiana Jones and the Temple of Doom,28000000.0,179880271,333080271,1984
1625,1998-11-20,The Rugrats Movie,28000000.0,100494685,140894685,1998
1626,1988-07-15,Die Hard,28000000.0,81350242,139109346,1988
1627,2001-04-06,Along Came a Spider,28000000.0,74058698,105159085,2001
1628,2013-02-14,Safe Haven,28000000.0,71399120,93943623,2013
1629,2008-11-07,Role Models,28000000.0,67300955,92502165,2008
1630,2004-02-06,Miracle,28000000.0,64378093,64474705,2004
1631,2013-11-01,Last Vegas,28000000.0,63914167,112914167,2013
1632,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.0,60778053,80078053,2014
1633,2001-01-26,The Wedding Planner,28000000.0,60400856,94728529,2001
1634,2004-03-19,Dawn of the Dead,28000000.0,58990765,103452875,2004
1635,1981-06-26,For Your Eyes Only,28000000.0,54800000,195300000,1981
1636,2001-12-14,The Royal Tenenbaums,28000000.0,52353636,71430876,2001
1637,2003-04-25,Identity,28000000.0,52131264,82183683,2003
1638,2001-10-05,Serendipity,28000000.0,50255310,75294136,2001
1639,2010-04-16,Kick-Ass,28000000.0,48071303,97527535,2010
1640,2001-09-28,Zoolander,28000000.0,45172250,60780981,2001
1641,1994-09-16,Timecop,28000000.0,44853581,102053581,1994
1642,2007-07-27,No Reservations,28000000.0,43107979,91665799,2007
1643,1993-07-16,Hocus Pocus,28000000.0,39360491,39360491,1993
1644,2005-11-11,Pride and Prejudice,28000000.0,38372662,120918508,2005
1645,2011-08-12,30 Minutes or Less,28000000.0,37053924,40966716,2011
1646,2000-12-22,Dracula 2000,28000000.0,33000377,33000377,2000
1647,1982-06-25,Blade Runner,28000000.0,32656328,33139618,1982
1648,1995-04-07,Rob Roy,28000000.0,31390587,31390587,1995
1649,2014-02-21,3 Days to Kill,28000000.0,30697999,33622417,2014
1650,2013-08-16,Kick-Ass 2,28000000.0,28795985,63340484,2013
1651,2007-10-12,We Own the Night,28000000.0,28563179,55307857,2007
1652,2014-09-19,A Walk Among the Tombstones,28000000.0,26017685,42517685,2014
1653,2010-01-15,The Spy Next Door,28000000.0,24307106,50983364,2010
1654,2014-04-25,Brick Mansions,28000000.0,20396829,50236829,2014
1655,2006-05-12,Just My Luck,28000000.0,17326650,38159905,2006
1656,2000-10-13,Lost Souls,28000000.0,16779636,31320293,2000
1657,2003-04-18,Winged Migration,28000000.0,11689053,33189053,2003
1658,1999-10-01,"Mystery, Alaska",28000000.0,8891623,8891623,1999
1659,2001-08-24,John Carpenter's Ghosts of Mars,28000000.0,8434601,8434601,2001
1660,1997-07-11,A Simple Wish,28000000.0,8165213,8165213,1997
1661,1997-12-25,Kundun,28000000.0,5686694,5686694,1997
1662,2008-10-03,How to Lose Friends & Alienate People,28000000.0,2775593,12031443,2008
1663,2007-12-31,Alatriste,28000000.0,0,22860477,2007
1664,2007-06-01,Knocked Up,27500000.0,148761765,219154490,2007
1665,1983-06-10,Octopussy,27500000.0,67900000,187500000,1983
1666,2009-06-26,My Sister's Keeper,27500000.0,49200230,96673002,2009
1667,2008-02-08,Welcome Home Roscoe Jenkins,27500000.0,42436517,43607627,2008
1668,2012-01-13,Joyful Noise,27500000.0,30932113,31157914,2012
1669,2006-12-25,Notes on a Scandal,27500000.0,17510118,49752391,2006
1670,2007-10-19,Rendition,27500000.0,9736045,27036045,2007
1671,2011-10-28,Anonymous,27500000.0,4463292,15815509,2011
1672,2011-03-18,Limitless,27000000.0,79249455,169739455,2011
1673,1991-12-06,Star Trek VI: The Undiscovered Country,27000000.0,74888996,96900000,1991
1674,2002-06-07,The Divine Secrets of the Ya-Ya Sisterhood,27000000.0,69586544,73826768,2002
1675,1997-10-03,Kiss the Girls,27000000.0,60527873,60527873,1997
1676,1980-06-20,The Blues Brothers,27000000.0,57229890,57229890,1980
1677,1994-12-25,The Jungle Book,27000000.0,44342956,44342956,1994
1678,2008-08-06,The Sisterhood of the Traveling Pants 2,27000000.0,44089964,44270131,2008
1679,2002-05-17,About a Boy,27000000.0,40803000,129949664,2002
1680,2011-08-19,Spy Kids: All the Time in the World,27000000.0,38536376,80681183,2011
1681,1999-07-16,Lake Placid,27000000.0,31770413,31770413,1999
1682,2006-04-07,Lucky Number Slevin,27000000.0,22495466,55495466,2006
1683,1983-10-21,The Right Stuff,27000000.0,21500000,21500000,1983
1684,1984-07-20,Die Unendliche Geschichte,27000000.0,21300000,21300000,1984
1685,1998-02-27,Dark City,27000000.0,14435076,27257061,1998
1686,2008-09-19,The Duchess,27000000.0,13848978,43348978,2008
1687,2010-10-01,Case 39,27000000.0,13261851,29302804,2010
1688,2005-06-10,The Honeymooners,27000000.0,12834849,13174426,2005
1689,1985-06-21,Return to Oz,27000000.0,10618813,10618813,1985
1690,1998-03-27,The Newton Boys,27000000.0,10341093,10341093,1998
1691,2004-08-27,Suspect Zero,27000000.0,8712564,8712564,2004
1692,2007-11-02,The Martian Child,27000000.0,7500310,9352089,2007
1693,2002-10-18,Formula 51,27000000.0,5204007,5204007,2002
1694,1999-11-24,Flawless,27000000.0,4485485,4485485,1999
1695,2005-05-13,Mindhunters,27000000.0,4476235,16566235,2005
1696,2008-10-17,What Just Happened,27000000.0,1090947,2412123,2008
1697,2003-12-12,The Statement,27000000.0,765637,1545064,2003
1698,2006-12-31,The Magic Flute,27000000.0,0,0,2006
1699,2009-01-16,Paul Blart: Mall Cop,26000000.0,146336178,185904750,2009
1700,2003-08-06,Freaky Friday,26000000.0,110222438,160822438,2003
1701,2005-08-19,The 40 Year-old Virgin,26000000.0,109449237,177360047,2005
1702,1998-12-11,Shakespeare in Love,26000000.0,100317794,279500000,1998
1703,1990-12-21,Kindergarten Cop,26000000.0,91457688,202000000,1990
1704,2008-08-06,The Pineapple Express,26000000.0,87341380,102404019,2008
1705,1993-12-22,Philadelphia,26000000.0,77324422,201324422,1993
1706,1998-07-31,Ever After: A Cinderella Story,26000000.0,65705772,65705772,1998
1707,1990-08-10,Flatliners,26000000.0,61308153,61308153,1990
1708,2003-08-15,Open Range,26000000.0,58331254,68613992,2003
1709,2005-08-19,Red Eye,26000000.0,57891803,95555805,2005
1710,2011-12-09,New Year's Eve,26000000.0,54544638,143663899,2011
1711,1977-06-15,A Bridge Too Far,26000000.0,50800000,50800000,1977
1712,2013-04-26,Pain & Gain,26000000.0,49875291,81275291,2013
1713,2003-01-31,Final Destination 2,26000000.0,46896664,90396664,2003
1714,2000-12-22,"O Brother, Where Art Thou?",26000000.0,45506619,75763814,2000
1715,2004-12-29,In Good Company,26000000.0,45489752,63489752,2004
1716,2010-01-22,Legion,26000000.0,40168080,68854097,2010
1717,2012-08-29,Lawless,26000000.0,37397291,51932335,2012
1718,2002-03-29,Clockstoppers,26000000.0,36985501,38788828,2002
1719,1985-07-10,Silverado,26000000.0,33200000,33200000,1985
1720,2009-12-04,Brothers,26000000.0,28544157,45043870,2009
1721,2014-10-17,The Best of Me,26000000.0,25047744,26147744,2014
1722,2004-03-12,Agent Cody Banks 2: Destination London,26000000.0,23514247,28703083,2004
1723,2001-08-03,Original Sin,26000000.0,16521410,16521410,2001
1724,2012-04-27,The Raven,26000000.0,16008272,26254942,2012
1725,2004-02-20,Welcome to Mooseport,26000000.0,14469428,14469428,2004
1726,1995-01-27,Highlander III: The Sorcerer,26000000.0,13738574,13738574,1995
1727,2001-08-24,The Curse of the Jade Scorpion,26000000.0,7496522,18496522,2001
1728,2013-10-18,The Fifth Estate,26000000.0,3254172,6154172,2013
1729,1997-02-21,Blood and Wine,26000000.0,1083350,1083350,1997
1730,1996-05-17,Flipper,25530000.0,20080020,30593313,1996
1731,2005-08-31,The Constant Gardener,25500000.0,33579798,81079798,2005
1732,2008-10-17,W.,25100000.0,25534493,28575778,2008
1733,2004-02-25,The Passion of the Christ,25000000.0,370782930,622420667,2004
1734,1993-11-24,Mrs. Doubtfire,25000000.0,219195051,441286003,1993
1735,1988-12-16,Rain Man,25000000.0,172825435,412800000,1988
1736,2011-08-10,The Help,25000000.0,169705587,213120004,2011
1737,2008-12-12,Gran Torino,25000000.0,148095302,274543085,2008
1738,2009-01-30,Taken,25000000.0,145000989,226941585,2009
1739,2014-01-17,Ride Along,25000000.0,134202565,153702177,2014
1740,1992-11-25,The Bodyguard,25000000.0,121945720,410900000,1992
1741,1993-12-15,Schindler's List,25000000.0,96067179,321365567,1993
1742,2003-07-02,"Legally Blonde 2: Red, White & Blonde",25000000.0,90639088,125339088,2003
1743,2004-03-26,Scooby-Doo 2: Monsters Unleashed,25000000.0,84185387,181185387,2004
1744,2004-07-09,Anchorman: The Legend of Ron Burgundy,25000000.0,84136909,89476265,2004
1745,2003-08-15,Freddy vs. Jason,25000000.0,82622655,114576403,2003
1746,2007-02-16,Bridge to Terabithia,25000000.0,82234139,137984788,2007
1747,2001-12-21,Jimmy Neutron: Boy Genius,25000000.0,80936232,102992536,2001
1748,2008-01-18,Cloverfield,25000000.0,80048433,170764033,2008
1749,2010-02-05,Dear John,25000000.0,80014842,111362410,2010
1750,1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000.0,78656813,78656813,1991
1751,2012-12-25,Parental Guidance,25000000.0,77267296,120168633,2012
1752,1987-06-03,The Untouchables,25000000.0,76270454,76270454,1987
1753,2007-11-09,No Country for Old Men,25000000.0,74273505,164051250,2007
1754,2001-04-13,Bridget Jones's Diary,25000000.0,71500556,281527158,2001
1755,2000-12-15,Chocolat,25000000.0,71309760,152500343,2000
1756,2011-01-21,No Strings Attached,25000000.0,70662220,149228078,2011
1757,2012-01-13,Contraband,25000000.0,66528000,98406855,2012
1758,2012-04-20,The Lucky One,25000000.0,60457138,96633833,2012
1759,1993-12-25,Tombstone,25000000.0,56505065,56505065,1993
1760,2000-03-22,Romeo Must Die,25000000.0,55973336,91036760,2000
1761,2006-06-06,The Omen,25000000.0,54607383,119496456,2006
1762,2006-02-10,Final Destination 3,25000000.0,54098051,112798051,2006
1763,2013-12-13,Tyler Perry's A Madea Christmas,25000000.0,52543354,52543354,2013
1764,2004-11-12,Finding Neverland,25000000.0,51676606,115036108,2004
1765,2012-01-27,The Grey,25000000.0,51580136,84339696,2012
1766,2005-01-28,Hide and Seek,25000000.0,51100486,123100486,2005
1767,2008-08-22,The House Bunny,25000000.0,48237389,71390601,2008
1768,2003-03-14,Agent Cody Banks,25000000.0,47545060,58240458,2003
1769,2006-01-27,Nanny McPhee,25000000.0,47279279,128745578,2006
1770,1990-09-19,Goodfellas,25000000.0,46743809,46743809,1990
1771,2014-08-15,The Giver,25000000.0,44972596,54972596,2014
1772,1983-12-09,Scarface,25000000.0,44942821,44942821,1983
1773,1997-07-18,Nothing To Lose,25000000.0,44480039,64594061,1997
1774,1987-11-20,The Last Emperor,25000000.0,43984000,43984000,1987
1775,2002-12-27,The Hours,25000000.0,41675994,97030468,2002
1776,1997-08-22,Money Talks,25000000.0,41076865,41076865,1997
1777,2007-12-26,There Will Be Blood,25000000.0,40222514,77208711,2007
1778,2002-12-20,The Wild Thornberrys,25000000.0,40108697,60694737,2002
1779,2003-06-13,Rugrats Go Wild,25000000.0,39402572,55443032,2003
1780,2005-06-01,Sisterhood of the Traveling Pants,25000000.0,39053061,41560117,2005
1781,2002-05-31,Undercover Brother,25000000.0,38230435,38230435,2002
1782,2013-12-25,August:  Osage County,25000000.0,37738810,50738810,2013
1783,2001-07-06,Kiss of the Dragon,25000000.0,36833473,36833473,2001
1784,2014-05-10,Million Dollar Arm,25000000.0,36447959,36947959,2014
1785,2005-03-30,Beauty Shop,25000000.0,36351350,38351350,2005
1786,2003-04-04,What a Girl Wants,25000000.0,35990505,35990505,2003
1787,2003-08-29,Jeepers Creepers II,25000000.0,35623801,35623801,2003
1788,2007-09-21,Good Luck Chuck,25000000.0,35017297,59183821,2007
1789,2003-02-28,Cradle 2 the Grave,25000000.0,34657731,56434942,2003
1790,2006-03-17,She's the Man,25000000.0,33889159,55279608,2006
1791,2007-08-24,Mr. Bean's Holiday,25000000.0,33302167,234981342,2007
1792,1998-10-16,Bride of Chucky,25000000.0,32404188,50692188,1998
1793,2007-11-17,August Rush,25000000.0,31664162,66015869,2007
1794,2004-08-27,Anacondas: The Hunt for the Blood Orchid,25000000.0,31526393,70326393,2004
1795,2011-12-09,The Sitter,25000000.0,30542576,32457751,2011
1796,1998-11-06,Elizabeth,25000000.0,30082699,82150642,1998
1797,1970-09-23,"Tora, Tora, Tora",25000000.0,29548291,29548291,1970
1798,1998-01-23,Spiceworld,25000000.0,29342592,56042592,1998
1799,2014-04-11,Draft Day,25000000.0,28842237,28842237,2014
1800,1994-09-23,The Shawshank Redemption,25000000.0,28241469,28241469,1994
1801,2009-05-22,Dance Flick,25000000.0,25662155,32092761,2009
1802,2001-04-20,Crocodile Dundee in Los Angeles,25000000.0,25590119,39393111,2001
1803,1996-07-26,Kingpin,25000000.0,25023424,32223424,1996
1804,2005-03-18,Ice Princess,25000000.0,24381334,25732334,2005
1805,2011-08-26,Don't Be Afraid of the Dark,25000000.0,24046682,31551048,2011
1806,2010-04-23,The Losers,25000000.0,23591432,26714018,2010
1807,2007-08-24,War,25000000.0,22486409,40686409,2007
1808,1995-04-07,Don Juan DeMarco,25000000.0,22032635,22032635,1995
1809,2005-04-22,A Lot Like Love,25000000.0,21835784,47835784,2005
1810,1998-05-01,He Got Game,25000000.0,21567853,22411948,1998
1811,2011-02-11,The Eagle,25000000.0,19490041,36054706,2011
1812,2011-09-02,Shark Night 3D,25000000.0,18877153,32209741,2011
1813,2002-10-11,Punch-Drunk Love,25000000.0,17791031,24591031,2002
1814,2004-02-20,Eurotrip,25000000.0,17718223,20718223,2004
1815,2008-04-04,The Ruins,25000000.0,17432844,22177122,2008
1816,2013-10-25,The Counselor,25000000.0,16973715,70373715,2013
1817,2006-12-08,Unaccompanied Minors,25000000.0,16655224,21970831,2006
1818,1988-04-01,"Bright Lights, Big City",25000000.0,16118077,16118077,1988
1819,2002-11-15,Half Past Dead,25000000.0,15567860,19233280,2002
1820,1986-04-18,Legend,25000000.0,15502112,15502112,1986
1821,1996-07-26,The Adventures of Pinocchio,25000000.0,15382170,36682170,1996
1822,2005-09-30,The Greatest Game Ever Played,25000000.0,15331289,15425073,2005
1823,2009-11-06,The Box,25000000.0,15051977,26341896,2009
1824,2000-03-03,The Next Best Thing,25000000.0,14983572,24355762,2000
1825,2010-10-08,My Soul to Take,25000000.0,14744435,16727470,2010
1826,2004-04-09,The Girl Next Door,25000000.0,14589444,18589444,2004
1827,2008-08-15,Fly Me To the Moon,25000000.0,14543943,57546746,2008
1828,1996-09-13,Maximum Risk,25000000.0,14102929,51702929,1996
1829,2002-09-13,Stealing Harvard,25000000.0,13973532,13973532,2002
1830,2007-08-03,Hot Rod,25000000.0,13938332,14334401,2007
1831,2011-09-09,Warrior,25000000.0,13657115,24215385,2011
1832,1999-12-24,Angela's Ashes,25000000.0,13038660,13038660,1999
1833,2012-12-21,Cirque du Soleil: Worlds Away,25000000.0,12512862,28012862,2012
1834,1985-06-21,Lifeforce,25000000.0,11603545,11603545,1985
1835,2011-04-15,The Conspirator,25000000.0,11538204,15907411,2011
1836,2002-07-03,The Powerpuff Girls,25000000.0,11411644,16425701,2002
1837,2005-06-03,The Lords of Dogtown,25000000.0,11273517,13424365,2005
1838,1996-10-11,Michael Collins,25000000.0,11092559,27572844,1996
1839,2008-03-28,Stop-Loss,25000000.0,10915744,11179472,2008
1840,1993-10-08,Gettysburg,25000000.0,10731997,10731997,1993
1841,2002-10-18,Abandon,25000000.0,10719367,12219367,2002
1842,2011-09-16,Straw Dogs,25000000.0,10324441,11253821,2011
1843,1999-08-13,Brokedown Palace,25000000.0,10115014,11115766,1999
1844,2002-08-16,Possession,25000000.0,10103647,14805812,2002
1845,1996-04-19,Mrs. Winterbourne,25000000.0,10039566,10039566,1996
1846,1991-05-17,Stone Cold,25000000.0,9286314,9286314,1991
1847,2009-11-25,The Road,25000000.0,8114270,27614270,2009
1848,2007-04-06,The Hoax,25000000.0,7164995,7164995,2007
1849,1984-08-17,Sheena,25000000.0,5778353,5778353,1984
1850,2005-09-02,Underclassman,25000000.0,5654777,5654777,2005
1851,2001-03-23,Say It Isn't So,25000000.0,5516708,5516708,2001
1852,2005-12-07,The World's Fastest Indian,25000000.0,5128124,16509706,2005
1853,2008-04-25,Deception,25000000.0,4598506,12850033,2008
1854,1995-03-01,Tank Girl,25000000.0,4064333,4064333,1995
1855,2005-04-22,King's Ransom,25000000.0,4008527,4049527,2005
1856,2008-10-03,Blindness,25000000.0,3073392,20052958,2008
